sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27
D1as/D1-D4-D1at-D1ba-D6,493778,0.024544858187783448,-0.002968796426738816,-0.006966309324485483,-0.0037580368701737627,-0.0010107544445424927,-0.0057970130185285365,0.0005013691088509563,-0.0001744857629366299,-0.0024319733512624536,-0.000241334864310162,-0.0038602645590985643,0.0019979213767957484,0.005009348670730378,-0.002545989457671899,-0.0009531015185002517,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1-D1as-D4-D1at-D6-D1ax-D1ba,493780,0.013296290825500299,0.002756493155999258,-0.005696488733970632,-0.005460997699782333,-0.0026080687734817243,-0.007491814953568077,0.0008443435454625012,-0.0006206039717521514,-0.006297253358222069,-0.004012529751539355,-0.004924261150682693,0.0012805936785027089,-0.0008979810687373528,0.0011890182152445162,0.0012099346748497997,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1-D17d-D4-D1r-D17e-D17c-D17j,493849,0.029339094300987304,0.10040736246874837,-0.011212687497822081,0.025727158232949004,0.005801442674167223,0.005720698603255775,-0.0002647300570574527,0.0015723906511062944,0.0056889698357259,0.003311013270529135,-0.007579221074395272,-0.004795062537815393,-0.001128062840358574,0.00010051765704534153,-6.6254512775055e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1-D1as-D1at-D4-D6-D1bb-D1ba-D1ax-D1bd,494010,-0.007378341897936984,-0.004518518686077904,-0.019415678168977234,-0.005153554194266287,-0.0004586808125307378,-0.004379375605331054,0.001215433793625703,0.0014483233128993371,-0.005053094260784791,0.0032799141897290915,0.0023101019864231265,-0.00046685667097641216,-0.0006839528477989702,-0.0023579919904694506,0.0014446484410493888,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1/D1as-D1ba-D1bb-D4-D6-D1ax-D1at-D1ea-D1dy,494012,-0.005908681578871694,-0.01120858698031943,-0.029550790904710144,-0.008134610303255846,0.001800090462530623,0.00650085554158637,0.001876816951642194,2.6259902096814275e-05,-0.0016546705148678276,-0.007755503716364679,0.0008296142982700902,-0.0036971343841066795,0.005568450497797765,0.00037860281006818925,0.0005044866482789379,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd,494017,-0.01539888493932017,-0.01340457891124128,-0.02869644776409284,-0.004702986365570086,0.0035095193846310857,0.01073584850280285,0.0012123618601331783,0.0005573369246033902,0.0011457191101349102,-0.0035239888785912467,-0.004421794103097358,-2.4022675600553432e-05,-0.002971625769152267,-8.468565130279239e-05,0.0007757880228586079,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1-D1as-D1ba-D1bb-D1bd-D4-D1at-D1dy-D1ax-D1ea,494019,-0.013089022074335915,-0.019311787888664885,-0.018229711582684802,0.0028917662659061136,0.005147336629827707,0.017482376070395687,4.3285256278202906e-05,0.0013130972051861199,0.007417195350442529,-0.00023778955197237544,0.0018668100195205401,0.004472846237271595,0.00035866779710646814,0.0010178827616799742,0.0009182973321694819,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1/D1ba-D1as-D1bb-D1at-D4-D6-D1bd-D1ax-D1ea,494020,-0.015963192604421746,-0.013240801513033426,-0.02774636172938333,-0.0020877192976658217,0.0032734997794750475,0.003320840491257884,0.0010058734820179293,0.003980512834967422,0.0007174966153166348,-0.00360735331151057,-0.002475983127067651,0.0022728506024185056,-0.004045874612376605,-0.001455148045818781,-0.001174652257876543,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D4,494143,0.012402337717715211,0.027203761316453866,0.005553201039770841,-0.03726314669698977,-0.015856194570348984,-0.026967141298586298,0.0033783777783023784,-0.00851913597992822,0.023057305817463302,0.0014736016025207344,0.0009690737965757105,0.0008005487115540143,0.0005175727509657465,9.582992786441e-05,0.00019257904274439528,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1dy,494254,0.011168437795418838,0.02095627064950317,0.03069099703581116,-0.031661333274211494,-0.012435848960409116,0.034056227773321575,0.002464117072596897,-0.031191362181489313,-0.007487457840571149,0.0024849605380460006,-0.0013837206183750705,0.0005312072932326228,-0.00012882284948000043,-0.0003037479013727486,-0.00014022107330972661,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1bd,494517,-0.12027918074102649,-0.018867055778719357,0.01639359432087925,0.010312748708505898,-0.0007375524563571247,-0.004902636463879195,-0.0006248941198552109,-0.0003523199980766784,-0.0024253991797009273,0.01132851668711491,0.00206674320808448,0.002440508158633851,-0.0021330740523293214,-0.00038459062021907686,0.0002072562999365573,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1mw,494255,0.09883164694952547,-0.07447558692872233,0.00947348671091591,0.020781017656368986,-0.01722596726492562,-0.004890971827482012,-0.03712373553994594,-0.007074876011915628,0.00045550691152544686,-0.002031587935396044,0.0008399981665866954,-0.0015224298593854942,-0.0005783037418776815,-0.00016863662162166208,0.00012756852998179673,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1my,494251,0.01140820230912934,0.021670438690427216,0.035107349210859264,-0.030792551328777104,-0.015287321046539156,0.013977835219061511,-0.007953245038383794,0.04135144559861139,-0.0027684731559114223,2.4456259060733373e-05,-0.0006310051801280131,0.0003021644177054892,0.0002563991426838143,-4.5624420893260154e-05,-2.188524964447769e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1mz,494252,0.05769889424425809,-0.029012239642946996,0.02933182276727368,-0.01746323365622851,0.06269258546906278,-0.008114921449393244,-0.0009566328922324998,-0.00048568884090266035,-0.0011035664132255307,0.00020824425820014,2.2009508449165172e-05,0.000357260757274597,-0.0001940237628350966,-0.00016203692286516933,3.2587240641717265e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1na,494253,0.0989435593938114,-0.07400887566199367,0.012572219224276404,0.021004591748270646,-0.016233364437949715,-0.0015469776397242859,0.038724288802057305,0.004729027935476185,-0.0011862960064111965,0.0006328074072467677,0.00042387351334444455,0.0003464142121426935,-0.0004971118582387977,0.00022382217239176724,-3.4514744627413476e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1ig,494256,-0.07780282758858169,-0.006989989932277179,0.03523136670002201,0.013142965164373308,-0.004733200855464453,-0.014119215365249087,0.000498999125879195,-0.004184208216623266,-0.00582973519741748,-0.0013612269956525087,-0.007030636710062159,-0.0013739918777815614,0.003446920218644798,0.0011377349837865384,-8.539966028250008e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1nb,494257,-0.16179197063714063,-0.028243205572174086,0.011917520338263932,0.00951277816277532,0.0013071630601510765,-0.0009191882616853144,0.0010533507668201607,-0.0003336931350086032,0.003630002499406541,-0.009050490465774986,0.001437072282167175,-0.001251849330046242,1.7602483855034925e-05,-0.000347939419604378,-0.00018281224705107244,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.48616917464779297,0.26470817794450785,0.08141285969346003,0.049136853417540496,0.03523559652830615,0.02712602297952524,0.020019371532943718,0.018993104114331943,0.007882121053512943,0.003909818180963073,0.002539683484921931,0.0015754119400419027,0.0009868539783810092,0.00024186376428263407,6.30867394881557e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
