"ID","symbtypes","relative","absolute","colony","Region","Locality","replicate","Site","Season","Qubit..ng.uL.","species","clade","symbtypes_s","species_colony"
"ML6281","C1d-C1mt-C1nq",54,0.00609962724500169,217,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","600","P.meandrina","C","C1d","P.meandrina 217"
"ML6281","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",6723,0.759403592002711,217,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","600","P.meandrina","D","D1","P.meandrina 217"
"ML6312","C1d/C1/C42.2-C1b-C3-C3cg-C45c",700,0.094010206822455,233,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","600","P.meandrina","C","C1d","P.meandrina 233"
"ML6312","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5624,0.755304861670696,233,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","600","P.meandrina","D","D1","P.meandrina 233"
"ML6050","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",4197,0.161990042070323,186,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet",">60","P.meandrina","C","C42a","P.meandrina 186"
"ML6050","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",19485,0.75205527036937,186,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet",">60","P.meandrina","D","D1","P.meandrina 186"
"ML6236","C42a/C1d-C1mt-C42.2-C1-C1b",655,0.0828275164390491,188,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","570","P.meandrina","C","C42a","P.meandrina 188"
"ML6236","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5939,0.751011633788569,188,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","570","P.meandrina","D","D1","P.meandrina 188"
"ML6023","C1d-C1mt-C1nq-C42.2-C1-C42em",4988,0.170047386902124,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","176","P.verrucosa","C","C1d","P.verrucosa 167"
"ML6023","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",21677,0.738997034057205,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","176","P.verrucosa","D","D1","P.verrucosa 167"
"ML6314","C1d/C42a/C42.2-C1-C1b",565,0.0919895799413872,233,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","150","P.meandrina","C","C1d","P.meandrina 233"
"ML6314","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4536,0.738521654184305,233,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","150","P.meandrina","D","D1","P.meandrina 233"
"ML6019","C1d-C1mt-C1nq-C42.2-C1-C42em",4316,0.160894687791239,166,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Wet","36.8","P.meandrina","C","C1d","P.meandrina 166"
"ML6019","C1b/C3",129,0.00480894687791239,166,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Wet","36.8","P.meandrina","C","C1b","P.meandrina 166"
"ML6019","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",19778,0.737297297297297,166,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Wet","36.8","P.meandrina","D","D1","P.meandrina 166"
"ML6142","C1d/C1-C42.2-C1b-C3cg-C1au",318,0.13151364764268,222,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","42.6",NA,"C","C1d","NA 222"
"ML6142","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",1760,0.727874276261373,222,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","42.6",NA,"D","D1","NA 222"
"ML6266","C1d/C42a/C42.2-C1-C1b",1239,0.149115417017692,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","23.9","P.meandrina","C","C1d","P.meandrina 176"
"ML6266","C3/C3dc",23,0.0027680828017812,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","23.9","P.meandrina","C","C3","P.meandrina 176"
"ML6266","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",6042,0.727163316885305,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","23.9","P.meandrina","D","D1","P.meandrina 176"
"ML6197","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",1747,0.163576779026217,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Non-upwelling","65","P.meandrina","C","C1d","P.meandrina 165"
"ML6197","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",7641,0.715449438202247,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Non-upwelling","65","P.meandrina","D","D1","P.meandrina 165"
"ML6121","C1d-C42.2-C1-C1k-C1b-C3cg",1620,0.157342657342657,215,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","61.5","P.meandrina","C","C1d","P.meandrina 215"
"ML6121","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",7316,0.710567210567211,215,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","61.5","P.meandrina","D","D1","P.meandrina 215"
"ML6279","C1d/C42a/C42.2-C1-C1b",858,0.118198098911696,217,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","325","P.meandrina","C","C1d","P.meandrina 217"
"ML6279","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4976,0.685493869679019,217,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","325","P.meandrina","D","D1","P.meandrina 217"
"ML6297","C1d/C1mt-C42.2-C1-C3cg",854,0.18969346956908,224,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","211","P.verrucosa","C","C1d","P.verrucosa 224"
"ML6297","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3084,0.685028876055087,224,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","211","P.verrucosa","D","D1","P.verrucosa 224"
"ML6355","C1d/C42a/C42.2-C1-C1b",2393,0.189754975814765,206,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","421",NA,"C","C1d","NA 206"
"ML6355","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",8615,0.683133772103719,206,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","421",NA,"D","D1","NA 206"
"ML6270","C1d-C1mt-C1nq-C42.2-C1-C42em",1376,0.2004662004662,215,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","510","P.meandrina","C","C1d","P.meandrina 215"
"ML6270","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4680,0.681818181818182,215,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","510","P.meandrina","D","D1","P.meandrina 215"
"ML6079","C42a/C42.2-C42ak-C1-C1b-C42al",7023,0.234812263867063,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","62.3","P.meandrina","C","C42a","P.meandrina 178"
"ML6079","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",20232,0.676451904109131,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","62.3","P.meandrina","D","D1","P.meandrina 178"
"ML6207","C1d/C42.2",641,0.0826883384932921,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","218","P.meandrina","C","C1d","P.meandrina 169"
"ML6207","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5232,0.674922600619195,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","218","P.meandrina","D","D1","P.meandrina 169"
"ML6195","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",1504,0.191836734693878,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","208","P.meandrina","C","C1d","P.meandrina 165"
"ML6195","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5207,0.664158163265306,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","208","P.meandrina","D","D1","P.meandrina 165"
"ML6354","C1d/C42a/C42.2-C1-C1b",2521,0.207165749034432,206,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","299",NA,"C","C1d","NA 206"
"ML6354","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",7980,0.65576464787575,206,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","299",NA,"D","D1","NA 206"
"ML6143","C1d-C42.2-C1-C1k",375,0.151637687019814,222,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","173",NA,"C","C1d","NA 222"
"ML6143","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",1614,0.652648604933279,222,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","173",NA,"D","D1","NA 222"
"ML6141","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",571,0.185029163966299,222,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","169",NA,"C","C1d","NA 222"
"ML6141","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2003,0.649060272197019,222,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","169",NA,"D","D1","NA 222"
"ML6051","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",6679,0.262518669915887,187,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","4.8","P.meandrina","C","C42a","P.meandrina 187"
"ML6051","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",16336,0.642087886172471,187,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","4.8","P.meandrina","D","D1","P.meandrina 187"
"ML6334","C1d-C42.2-C1-C1nr",2628,0.216118421052632,213,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","498","P.verrucosa","C","C1d","P.verrucosa 213"
"ML6334","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",7801,0.641529605263158,213,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","498","P.verrucosa","D","D1","P.verrucosa 213"
"ML6240","C1d-C42.2-C1-C1nr",3087,0.255187236504919,204,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","84.2","P.meandrina","C","C1d","P.meandrina 204"
"ML6240","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",7683,0.635116144498636,204,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","84.2","P.meandrina","D","D1","P.meandrina 204"
"ML6189","C42a/C1d-C1mt-C42.2-C1-C1b",2488,0.207592824363788,158,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","113","P.meandrina","C","C42a","P.meandrina 158"
"ML6189","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",7572,0.631789737171464,158,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","113","P.meandrina","D","D1","P.meandrina 158"
"ML6078","C42a/C42.2-C42ak-C1-C1b-C42al",7562,0.297540822349006,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","237","P.meandrina","C","C42a","P.meandrina 178"
"ML6078","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",15922,0.626480424945898,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","237","P.meandrina","D","D1","P.meandrina 178"
"ML6342","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",3747,0.277802491103203,209,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","458","P.meandrina","C","C1d","P.meandrina 209"
"ML6342","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",8344,0.618623962040332,209,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","458","P.meandrina","D","D1","P.meandrina 209"
"ML6082","C42a/C42.2/C1/C1b-C1j-C1au-C3",8060,0.309321871282189,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","600","P.meandrina","C","C42a","P.meandrina 177"
"ML6082","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",15827,0.607399163372606,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","600","P.meandrina","D","D1","P.meandrina 177"
"ML6059","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",7550,0.285974016135752,189,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","188","P.verrucosa","C","C42a","P.verrucosa 189"
"ML6059","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",16013,0.606530055679709,189,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","188","P.verrucosa","D","D1","P.verrucosa 189"
"ML6241","C1d-C42.2-C1-C1k-C1b-C3cg",2855,0.282925379050639,204,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","219","P.meandrina","C","C1d","P.meandrina 204"
"ML6241","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",6090,0.603508076503815,204,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","219","P.meandrina","D","D1","P.meandrina 204"
"ML6216","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",2175,0.284053806974011,197,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Non-upwelling","86","P.meandrina","C","C1d","P.meandrina 197"
"ML6216","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4576,0.597623089983022,197,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Non-upwelling","86","P.meandrina","D","D1","P.meandrina 197"
"ML6218","C1d-C42.2-C1-C1b-C3cg-C3cw",2406,0.304402834008097,197,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","74.9","P.meandrina","C","C1d","P.meandrina 197"
"ML6218","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4621,0.584640688259109,197,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","74.9","P.meandrina","D","D1","P.meandrina 197"
"ML6223","C42a/C42.2-C42ak-C1-C1b-C42al",2356,0.275137218264627,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","600",NA,"C","C42a","NA 199"
"ML6223","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4990,0.582739694032465,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","600",NA,"D","D1","NA 199"
"ML6244","C1d-C42.2-C1-C1nr",1274,0.22083550008667,203,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","156","P.meandrina","C","C1d","P.meandrina 203"
"ML6244","C1b/C3",23,0.00398682613971226,203,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","156","P.meandrina","C","C1b","P.meandrina 203"
"ML6244","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3361,0.582596637198821,203,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","156","P.meandrina","D","D1","P.meandrina 203"
"ML5906","C42a/C42.2-C42ak-C1-C1b-C42al",10895,0.345390565559219,203,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","116","P.meandrina","C","C42a","P.meandrina 203"
"ML5906","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",18024,0.571392340857215,203,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","116","P.meandrina","D","D1","P.meandrina 203"
"ML6200","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",2770,0.310155637666555,166,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Non-upwelling","386","P.meandrina","C","C1d","P.meandrina 166"
"ML6200","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5074,0.568133467696787,166,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Non-upwelling","386","P.meandrina","D","D1","P.meandrina 166"
"ML6209","C1d-C42.2-C1-C1k-C1b-C3cg",3104,0.324482542337445,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Non-upwelling","110","P.meandrina","C","C1d","P.meandrina 169"
"ML6209","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5335,0.557704369642484,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Non-upwelling","110","P.meandrina","D","D1","P.meandrina 169"
"ML6211","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",2219,0.317817244342595,195,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","326",NA,"C","C1d","NA 195"
"ML6211","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3834,0.549126324835291,195,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","326",NA,"D","D1","NA 195"
"ML6196","C1d-C42.2-C1-C1b-C3cg-C3cw",3336,0.338268099776922,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","248","P.meandrina","C","C1d","P.meandrina 165"
"ML6196","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5408,0.548367471101197,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","248","P.meandrina","D","D1","P.meandrina 165"
"ML6205","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",3128,0.327128215854424,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","39.4","P.meandrina","C","C1d","P.meandrina 168"
"ML6205","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5228,0.546747542355156,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","39.4","P.meandrina","D","D1","P.meandrina 168"
"ML6206","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",3235,0.338212232096184,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Non-upwelling","279","P.meandrina","C","C1d","P.meandrina 168"
"ML6206","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5211,0.544798745426032,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Non-upwelling","279","P.meandrina","D","D1","P.meandrina 168"
"ML6085","C42a/C42.2/C1/C1b-C1j-C1au-C3",8303,0.379236320453092,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","218","P.meandrina","C","C42a","P.meandrina 176"
"ML6085","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",11640,0.531652507536311,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","218","P.meandrina","D","D1","P.meandrina 176"
"ML6265","C42a/C1/C42.2/C1b/C1j-C1au-C3-C115l",3479,0.371966214048968,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","37.7","P.meandrina","C","C42a","P.meandrina 176"
"ML6265","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4971,0.531487223350797,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","37.7","P.meandrina","D","D1","P.meandrina 176"
"ML6264","C42a/C42.2/C1/C1b-C1j-C1au-C3",4114,0.374749498997996,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","41.1","P.meandrina","C","C42a","P.meandrina 176"
"ML6264","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5802,0.528511568591729,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","41.1","P.meandrina","D","D1","P.meandrina 176"
"ML6210","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",2842,0.348626104023553,195,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Non-upwelling","131",NA,"C","C1d","NA 195"
"ML6210","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4271,0.52392051030422,195,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Non-upwelling","131",NA,"D","D1","NA 195"
"ML6208","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",3833,0.380371142205021,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","447","P.meandrina","C","C1d","P.meandrina 169"
"ML6208","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5195,0.515530415798353,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","447","P.meandrina","D","D1","P.meandrina 169"
"ML6198","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",3183,0.384234669241912,166,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","305","P.meandrina","C","C1d","P.meandrina 166"
"ML6198","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4234,0.511105746016417,166,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","305","P.meandrina","D","D1","P.meandrina 166"
"ML6221","C1d-C42.2-C1-C1b-C3cg-C3cw",3350,0.388495883103328,196,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","313","P.meandrina","C","C1d","P.meandrina 196"
"ML6221","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4315,0.500405891221153,196,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","313","P.meandrina","D","D1","P.meandrina 196"
"ML5888","C42a/C1/C42.2-C1b-C1au-C3-C115k",11405,0.423867395101646,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","23.1","P.meandrina","C","C42a","P.meandrina 177"
"ML5888","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",13149,0.488683242278961,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","23.1","P.meandrina","D","D1","P.meandrina 177"
"ML6204","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",3768,0.406560207164437,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","51.8","P.meandrina","C","C1d","P.meandrina 168"
"ML6204","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4497,0.485217954251187,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","51.8","P.meandrina","D","D1","P.meandrina 168"
"ML6084","C42a/C1/C42.2-C1b-C1au-C3-C115k",9845,0.41802895843064,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","570","P.meandrina","C","C42a","P.meandrina 176"
"ML6084","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",11421,0.484947560613137,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","570","P.meandrina","D","D1","P.meandrina 176"
"ML6220","C1d-C42.2-C1-C1b-C3cg-C3cw",3569,0.416598575930898,196,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","376","P.meandrina","C","C1d","P.meandrina 196"
"ML6220","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4122,0.481148593439944,196,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","376","P.meandrina","D","D1","P.meandrina 196"
"ML6243","C1d/C42a/C42.2-C1-C1b",3298,0.367875069715561,203,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","56.4","P.meandrina","C","C1d","P.meandrina 203"
"ML6243","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4105,0.457891801450084,203,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","56.4","P.meandrina","D","D1","P.meandrina 203"
"ML6219","C1d-C42.2-C1-C1b-C3cg-C3cw",2851,0.441058168316832,196,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Non-upwelling","277","P.meandrina","C","C1d","P.meandrina 196"
"ML6219","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2781,0.43022896039604,196,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Non-upwelling","277","P.meandrina","D","D1","P.meandrina 196"
"ML6135","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",13931,0.926571333555038,220,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","155","P.verrucosa","C","C1d","P.verrucosa 220"
"ML6162","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",14229,0.926126008851861,229,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","62.3","P.verrucosa","C","C1d","P.verrucosa 229"
"ML5920","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",25074,0.923637971046524,228,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","73","P.verrucosa","C","C1d","P.verrucosa 228"
