"ID","symbtypes","relative","absolute","colony","Region","Locality","replicate","Site","Season","Qubit..ng.uL.","species","clade","symbtypes_s","species_colony"
"ML6322","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",12064,0.922959222706755,230,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","280","P.verrucosa","C","C1d","P.verrucosa 230"
"ML6269","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",15125,0.916444498303442,175,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","62.3","P.verrucosa","C","C1d","P.verrucosa 175"
"ML6329","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",14333,0.915495656617271,232,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","397","P.verrucosa","C","C1d","P.verrucosa 232"
"ML5879","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",36733,0.913279132791328,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Upwelling","41.6","P.meandrina","C","C1d","P.meandrina 169"
"ML6267","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",6193,0.910199882422105,175,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","85.6","P.verrucosa","C","C1d","P.verrucosa 175"
"ML6267","D1/D1ba-D1as-D1at-D4-D6-D1ax-D1bb",131,0.0192533803644915,175,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","85.6","P.verrucosa","D","D1","P.verrucosa 175"
"ML5878","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",37155,0.9099035117794,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Upwelling",">60","P.meandrina","C","C1d","P.meandrina 169"
"ML6327","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",13072,0.909103553793727,232,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","70.5","P.verrucosa","C","C1d","P.verrucosa 232"
"ML6062","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",23389,0.90343389084167,204,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","40.9","P.meandrina","C","C1d","P.meandrina 204"
"ML6062","D1/D1ba-D1as-D1bb-D1at-D4-D6-D1bd-D1ax-D1ea",190,0.00733902429603306,204,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","40.9","P.meandrina","D","D1","P.meandrina 204"
"ML5898","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",18515,0.896783880654848,201,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","46.6","P.meandrina","C","C1d","P.meandrina 201"
"ML6359","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",12955,0.876997021391822,205,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","234","P.verrucosa","C","C1d","P.verrucosa 205"
"ML6359","D1/D4/D6-D17d-D17e-D1r-D17c",313,0.0211887354454373,205,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","234","P.verrucosa","D","D1","P.verrucosa 205"
"ML6358","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",11910,0.852785335815552,205,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","358","P.verrucosa","C","C1d","P.verrucosa 205"
"ML6358","D1-D1as-D1ba-D1dy-D4-D1at-D1bd-D1ea-D1bb",415,0.0297150221967636,205,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","358","P.verrucosa","D","D1","P.verrucosa 205"
"ML6268","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",1813,0.85277516462841,175,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","25","P.verrucosa","C","C1d","P.verrucosa 175"
"ML6011","C1d-C1mt-C1nq-C42.2-C1-C42em",23952,0.984342251263716,158,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","201","P.meandrina","C","C1d","P.meandrina 158"
"ML5867","C1d-C1mt-C1nq-C42.2-C1-C42em",14475,0.982688391038696,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Upwelling","27","P.meandrina","C","C1d","P.meandrina 165"
"ML6010","C1d-C1mt-C1nq-C42.2-C1-C42em",29530,0.982597411240142,158,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Wet","230","P.meandrina","C","C1d","P.meandrina 158"
"ML6009","C1d-C1mt-C1nq-C42.2-C1-C42em",19434,0.979931423961275,158,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","203","P.meandrina","C","C1d","P.meandrina 158"
"ML5866","C1d-C1mt-C1nq-C42.2-C1-C42em",20193,0.976167456250604,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Upwelling",">60","P.meandrina","C","C1d","P.meandrina 165"
"ML5870","C1d-C1mt-C1nq-C42.2-C1-C42em",6325,0.969200122586577,166,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Upwelling","34.5","P.meandrina","C","C1d","P.meandrina 166"
"ML5872","C1d-C1mt-C1nq-C42.2-C1-C42em",3732,0.968093385214008,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Upwelling",">60","P.verrucosa","C","C1d","P.verrucosa 167"
"ML5871","C1d-C1mt-C1nq-C42.2-C1-C42em",5488,0.960952547714936,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Upwelling","39.9","P.verrucosa","C","C1d","P.verrucosa 167"
"ML6018","C1d-C1mt-C1nq-C42.2-C1-C42em",26574,0.943343982960596,166,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","84.8","P.meandrina","C","C1d","P.meandrina 166"
"ML6016","C1d-C1mt-C1nq-C42.2-C1-C42em",16347,0.937327981651376,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Wet","72","P.meandrina","C","C1d","P.meandrina 165"
"ML6203","C1d-C1mt-C1nq-C42.2-C1-C42em",5714,0.920573545996456,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Non-upwelling","124","P.verrucosa","C","C1d","P.verrucosa 167"
"ML6203","D1-D1as-D1at-D4-D6-D1bb-D1ba-D1ax-D1bd",238,0.0383438053810214,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Non-upwelling","124","P.verrucosa","D","D1","P.verrucosa 167"
"ML6201","C1d-C1mt-C1nq-C42.2-C1-C42em",11604,0.869995501574449,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","241","P.verrucosa","C","C1d","P.verrucosa 167"
"ML6201","D1-D1as-D1at-D4-D6-D1bb-D1ba-D1ax-D1bd",1132,0.0848702953966112,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","241","P.verrucosa","D","D1","P.verrucosa 167"
"ML6017","C1d-C1mt-C1nq-C42.2-C1-C42em",14544,0.862479985767657,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","1.47","P.meandrina","C","C1d","P.meandrina 165"
"ML6202","C1d-C1mt-C1nq-C42.2-C1-C42em",10893,0.848959551087211,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","261","P.verrucosa","C","C1d","P.verrucosa 167"
"ML6202","D1-D1as-D1at-D4-D6-D1bb-D1ba-D1ax-D1bd",1273,0.099212843893695,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","261","P.verrucosa","D","D1","P.verrucosa 167"
"ML6292","C1d-C1mt-C1nq-C42.2-C1-C42em",6477,0.631225026800507,222,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","196",NA,"C","C1d","NA 222"
"ML6292","D1-D1as-D1at-D4-D6-D1bb-D1ba-D1ax-D1bd",2828,0.275606666016957,222,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","196",NA,"D","D1","NA 222"
"ML6291","C1d-C1mt-C1nq-C42.2-C1-C42em",6843,0.608266666666667,222,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","173",NA,"C","C1d","NA 222"
"ML6291","D1-D1as-D1at-D4-D6-D1bb-D1ba-D1ax-D1bd",3229,0.287022222222222,222,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","173",NA,"D","D1","NA 222"
"ML6293","C1d-C1mt-C1nq-C42.2-C1-C42em",5817,0.578633243807819,222,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","366",NA,"C","C1d","NA 222"
"ML6293","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3228,0.321098179647866,222,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","366",NA,"D","D1","NA 222"
"ML6180","C1d-C1mt-C1nq-C42.2-C1-C42em",5446,0.514307300028331,155,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","92.1","P.meandrina","C","C1d","P.meandrina 155"
"ML6180","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3906,0.368873359146284,155,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","92.1","P.meandrina","D","D1","P.meandrina 155"
"ML6107","C1d-C42.2-C1-C1b-C3cg-C3cw",13605,0.924566768603466,210,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","313","P.verrucosa","C","C1d","P.verrucosa 210"
"ML6123","C1d-C42.2-C1-C1b-C3cg-C3cw",11700,0.922785708652102,216,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","221","P.verrucosa","C","C1d","P.verrucosa 216"
"ML6172","C1d-C42.2-C1-C1b-C3cg-C3cw",15410,0.909466477809254,232,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","600","P.verrucosa","C","C1d","P.verrucosa 232"
"ML6090","C1d-C42.2-C1-C1b-C3cg-C3cw",9666,0.905649770448796,205,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","70.1","P.verrucosa","C","C1d","P.verrucosa 205"
"ML6146","C1d-C42.2-C1-C1b-C3cg-C3cw",18319,0.90446331588822,223,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","316","P.verrucosa","C","C1d","P.verrucosa 223"
"ML6092","C1d-C42.2-C1-C1b-C3cg-C3cw",15455,0.903484157605519,205,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","468","P.verrucosa","C","C1d","P.verrucosa 205"
"ML6106","C1d-C42.2-C1-C1b-C3cg-C3cw",16306,0.901182712501382,210,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","130","P.verrucosa","C","C1d","P.verrucosa 210"
"ML6106","D1-D17d-D1r-D17e-D17c",122,0.00674256659666188,210,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","130","P.verrucosa","D","D1","P.verrucosa 210"
"ML6217","C1d-C42.2-C1-C1b-C3cg-C3cw",3304,0.888649811726735,197,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","42.7","P.meandrina","C","C1d","P.meandrina 197"
"ML6161","C1d-C42.2-C1-C1b-C3cg-C3cw",9967,0.885798080341273,228,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","465","P.verrucosa","C","C1d","P.verrucosa 228"
"ML6114","C1d-C42.2-C1-C1b-C3cg-C3cw",12653,0.883712809051544,213,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","192","P.verrucosa","C","C1d","P.verrucosa 213"
"ML6114","D1-D1as-D1ba-D1bb-D1bd-D4-D1at-D1dy-D1ax-D1ea",261,0.0182288029054337,213,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","192","P.verrucosa","D","D1","P.verrucosa 213"
"ML6138","C1d-C42.2-C1-C1b-C3cg-C3cw",3441,0.88162951575711,221,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","447","P.verrucosa","C","C1d","P.verrucosa 221"
"ML6098","C1d-C42.2-C1-C1b-C3cg-C3cw",10328,0.866079664570231,207,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","26.6",NA,"C","C1d","NA 207"
"ML6098","D1-D17d-D4-D1r-D17e-D17c-D17j",166,0.0139203354297694,207,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","26.6",NA,"D","D1","NA 207"
"ML6300","C1d-C42.2-C1-C1b-C3cg-C3cw",5132,0.746907291515063,225,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","273","P.verrucosa","C","C1d","P.verrucosa 225"
"ML6300","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",983,0.143065056032601,225,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","273","P.verrucosa","D","D1","P.verrucosa 225"
"ML6310","C1d-C42.2-C1-C1b-C3cg-C3cw",7841,0.709785462116412,229,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","290","P.verrucosa","C","C1d","P.verrucosa 229"
"ML6310","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2209,0.1999637910745,229,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","290","P.verrucosa","D","D1","P.verrucosa 229"
"ML6212","C1d-C42.2-C1-C1b-C3cg-C3cw",5007,0.562394698416264,195,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","21.3",NA,"C","C1d","NA 195"
"ML6212","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2788,0.313152869819162,195,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","21.3",NA,"D","D1","NA 195"
"ML6187","C1d-C42.2-C1-C1b-C3cg-C3cw",1635,0.496809480401094,157,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","33.3","P.meandrina","C","C1d","P.meandrina 157"
"ML6187","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",1162,0.353084168945609,157,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","33.3","P.meandrina","D","D1","P.meandrina 157"
"ML6320","C1d/C42a/C42.2-C1-C1b",13948,0.917028270874425,228,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","456","P.verrucosa","C","C1d","P.verrucosa 228"
"ML6230","C1d/C42a/C42.2-C1-C1b",13668,0.914859437751004,186,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","570","P.meandrina","C","C1d","P.meandrina 186"
"ML6229","C1d/C42a/C42.2-C1-C1b",12021,0.913797035347777,186,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","600","P.meandrina","C","C1d","P.meandrina 186"
"ML6318","C1d/C42a/C42.2-C1-C1b",12973,0.911729566378523,228,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","320","P.verrucosa","C","C1d","P.verrucosa 228"
"ML6228","C1d/C42a/C42.2-C1-C1b",9364,0.905521709699255,186,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Non-upwelling","389","P.meandrina","C","C1d","P.meandrina 186"
"ML6319","C1d/C42a/C42.2-C1-C1b",11108,0.903162858769006,228,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","208","P.verrucosa","C","C1d","P.verrucosa 228"
"ML6347","C1d/C42a/C42.2-C1-C1b",16751,0.842605633802817,210,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","72.9","P.verrucosa","C","C1d","P.verrucosa 210"
"ML6347","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",1323,0.0665492957746479,210,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","72.9","P.verrucosa","D","D1","P.verrucosa 210"
"ML6352","C1d/C42a/C42.2-C1-C1b",15132,0.741473931791454,207,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","209",NA,"C","C1d","NA 207"
"ML6352","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3327,0.163024304194434,207,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","209",NA,"D","D1","NA 207"
"ML6351","C1d/C42a/C42.2-C1-C1b",10425,0.728766165676337,207,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","249",NA,"C","C1d","NA 207"
"ML6351","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2439,0.170499825235931,207,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","249",NA,"D","D1","NA 207"
"ML6348","C1d/C42a/C42.2-C1-C1b",10563,0.716815960912052,208,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","113","P.verrucosa","C","C1d","P.verrucosa 208"
"ML6348","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2333,0.158319761129207,208,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","113","P.verrucosa","D","D1","P.verrucosa 208"
"ML6350","C1d/C42a/C42.2-C1-C1b",10171,0.675589505147791,208,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","415","P.verrucosa","C","C1d","P.verrucosa 208"
"ML6350","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3150,0.209232813018931,208,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","415","P.verrucosa","D","D1","P.verrucosa 208"
"ML6346","C1d/C42a/C42.2-C1-C1b",7430,0.671486669679169,210,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","179","P.verrucosa","C","C1d","P.verrucosa 210"
"ML6346","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2519,0.22765476728423,210,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","179","P.verrucosa","D","D1","P.verrucosa 210"
"ML6262","C1d/C42a/C42.2-C1-C1b",8536,0.671333071175777,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","236","P.meandrina","C","C1d","P.meandrina 177"
"ML6262","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3255,0.25599685410932,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","236","P.meandrina","D","D1","P.meandrina 177"
"ML6349","C1d/C42a/C42.2-C1-C1b",9018,0.651448385465578,208,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","33.6","P.verrucosa","C","C1d","P.verrucosa 208"
"ML6349","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3179,0.229646752871487,208,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","33.6","P.verrucosa","D","D1","P.verrucosa 208"
"ML6258","C1d/C42a/C42.2-C1-C1b",6826,0.644570349386213,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","393","P.meandrina","C","C1d","P.meandrina 178"
"ML6258","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2655,0.25070821529745,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","393","P.meandrina","D","D1","P.meandrina 178"
"ML6259","C1d/C42a/C42.2-C1-C1b",5166,0.629002800438329,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","358","P.meandrina","C","C1d","P.meandrina 178"
"ML6259","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2071,0.252161207841227,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","358","P.meandrina","D","D1","P.meandrina 178"
"ML6260","C1d/C42a/C42.2-C1-C1b",2359,0.560598859315589,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","115","P.meandrina","C","C1d","P.meandrina 178"
"ML6260","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",1225,0.29111216730038,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","115","P.meandrina","D","D1","P.meandrina 178"
"ML6261","C1d/C42a/C42.2-C1-C1b",8165,0.533311561071195,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","103","P.meandrina","C","C1d","P.meandrina 177"
"ML6261","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5548,0.362377531025473,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","103","P.meandrina","D","D1","P.meandrina 177"
"ML6263","C1d/C42a/C42.2-C1-C1b",7463,0.492965189246317,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","191","P.meandrina","C","C1d","P.meandrina 177"
"ML6263","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5745,0.379483453332453,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","191","P.meandrina","D","D1","P.meandrina 177"
"ML6137","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",14260,0.929535232383808,220,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","95.4","P.verrucosa","C","C1d","P.verrucosa 220"
"ML6136","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",10882,0.927627653226494,220,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","312","P.verrucosa","C","C1d","P.verrucosa 220"
"ML6163","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",17145,0.926656577667279,229,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","96.2","P.verrucosa","C","C1d","P.verrucosa 229"
"ML6164","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",17064,0.925931955070812,229,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","243","P.verrucosa","C","C1d","P.verrucosa 229"
"ML6105","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",12875,0.917284126531775,210,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","104","P.verrucosa","C","C1d","P.verrucosa 210"
"ML5984","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",16127,0.913918168423439,219,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","161","P.meandrina","C","C1d","P.meandrina 219"
"ML6096","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",13013,0.907524932003626,207,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","81.1",NA,"C","C1d","NA 207"
"ML6150","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",18172,0.905746897273588,225,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","49.2","P.verrucosa","C","C1d","P.verrucosa 225"
"ML6151","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",17374,0.903672110683449,225,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","339","P.verrucosa","C","C1d","P.verrucosa 225"
"ML6166","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",2168,0.901455301455302,230,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","186","P.verrucosa","C","C1d","P.verrucosa 230"
"ML6097","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",10029,0.90132111081154,207,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","20",NA,"C","C1d","NA 207"
"ML5944","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",16084,0.89073489505455,206,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","44,6",NA,"C","C1d","NA 206"
"ML6311","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",6466,0.634917517674784,229,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","600","P.verrucosa","C","C1d","P.verrucosa 229"
"ML6311","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2705,0.265612725844462,229,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","600","P.verrucosa","D","D1","P.verrucosa 229"
"ML6298","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",4636,0.613146409205132,224,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","276","P.verrucosa","C","C1d","P.verrucosa 224"
"ML6298","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2172,0.287263589472292,224,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","276","P.verrucosa","D","D1","P.verrucosa 224"
"ML6309","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",4956,0.586092715231788,229,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","424","P.verrucosa","C","C1d","P.verrucosa 229"
"ML6309","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2597,0.307119205298013,229,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","424","P.verrucosa","D","D1","P.verrucosa 229"
"ML6290","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",5163,0.57751677852349,221,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","322","P.verrucosa","C","C1d","P.verrucosa 221"
"ML6290","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2896,0.323937360178971,221,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","322","P.verrucosa","D","D1","P.verrucosa 221"
"ML6330","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",6496,0.571931678112344,214,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","284","P.verrucosa","C","C1d","P.verrucosa 214"
"ML6330","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3704,0.326113752421201,214,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","284","P.verrucosa","D","D1","P.verrucosa 214"
"ML6337","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",7896,0.570108303249097,212,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","122","P.meandrina","C","C1d","P.meandrina 212"
