sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
172188	ML6100	6100_S98_L001_R1_001.fastq.gz	7fa8584b776046728c2121a47c689890a9a944caf636d25c9296fb27a26b0b43	6100_S98_L001_R2_001.fastq.gz	932012ca44b18a186fafde0eeda82c8d0da44a129a52d1630385ea3fb489f937	899	20231006T210441_mleray	1.6796429005222884	1.051014211101664	0.03255192517915705	1.051014211101664	0.03255192517915705	0.0	0.0	0.0	0.0	1.0	0.0014575488886189724	0	0	0.013664520830802867	0.00024292481476982875	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.69594000	-81.63292000	2022	NoData
172027	ML5957	5957_S269_L001_R1_001.fastq.gz	5f869e0b16cfce938bccb1a92dc2bf13cbea2f6ffee2aca42762883c2dfe6a4c	5957_S269_L001_R2_001.fastq.gz	8cdde4edfe1eab0d911e2d9d9a367b54dd77cd57fb2f852efe82f37448c946d4	899	20231006T210441_mleray	1.395831332244741	1.0391893189895303	0.03169724330035539	1.0391893189895303	0.03169724330035539	0.0	0.0	0.0	0.0	1.0	0.0019210450485063874	0	0	0.022572279319950053	0	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.69594000	-81.63292000	2022	NoData
172029	ML5959	5959_S198_L001_R1_001.fastq.gz	de18a69d61bd6c2dd9b7e413b6fba0ee36e375899c23f556cc2b66806f918fa2	5959_S198_L001_R2_001.fastq.gz	982550fd40e1ed5687dc6b061e2d8d6d51a638ce9a08d953ba4380ff2e94d124	899	20231006T210441_mleray	1.3004342676667984	1.0550511032153354	0.024915559064789226	1.0550511032153354	0.024915559064789226	0.0	0.0	0.0	0.0	1.0	0.0014036934684388297	0	0	0.01473878141860771	0.00035092336710970743	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.69594000	-81.63292000	2022	NoData
172281	ML6193	6193_S230_L001_R1_001.fastq.gz	3a97c8a1b67c08e3e0d75e93a27c3ed432197e1050bdbea450d4777dd2ac94e4	6193_S230_L001_R2_001.fastq.gz	f213f19426a3e481b46111f8b687725ec8ee08b49a68aff932e9efa488e91b55	899	20231006T210441_mleray	1.7308625500424604	1.0437340773990051	0.03724372194589348	1.0437340773990051	0.03724372194589348	0.0	0.0	0.0	0.0	1.0	0.0006672328035909256	0	0	0	0	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	8.63245300	-79.02836900	2022	NoData
172282	ML6194	6194_S242_L001_R1_001.fastq.gz	54b9faf022de3c4cdcfd05b8b103a5655829165093c5b59f100b91d0a5946d75	6194_S242_L001_R2_001.fastq.gz	6e32759395e5b15285e60ed682980faf62aaca09c8b929fba441c14f089d1e23	899	20231006T210441_mleray	1.9163796402602373	1.0269804822043629	0.04554152315346345	1.0269804822043629	0.04554152315346345	0.0	0.0	0.0	0.0	1.0	0.0007016201046051792	0	0	0	0	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	8.63245300	-79.02836900	2022	NoData
172280	ML6192	6192_S218_L001_R1_001.fastq.gz	ecd624d5e185e069dff1b82e0fabc7c20472379e6cf533d17d9b206ee4f47dcc	6192_S218_L001_R2_001.fastq.gz	578230830b36c1b79fc74999a598cb4e56ceaa3f256f8fa73d3720a742216bba	899	20231006T210441_mleray	1.753228992554323	1.0401154839690017	0.04421820392037684	1.0401154839690017	0.04421820392037684	0.0	0.0	0.0	0.0	1.0	0.0012915970217292204	0	0	0	0.001063668135541711	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	8.63245300	-79.02836900	2022	NoData
172371	ML6283	6283_S326_L001_R1_001.fastq.gz	e116607ecf967ee865d4d8aef28b50ba03b55e9aefd60305d2f23a6ba9785289	6283_S326_L001_R2_001.fastq.gz	be4f5ffddcef5527a0991d23d73749b1b14ec3c9f081edea56aba21c9c9da8dd	899	20231006T210441_mleray	1.892492766864626	1.0504035328155932	0.04682503426222019	1.0504035328155932	0.04682503426222019	0.0	0.0	0.0	0.0	1.0	0.0015227653418608193	0	0	0.005938784833257195	0	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.63956000	-81.74150000	2022	NoData
172461	BLANK-P6-2	BLANK-P6-2_S324_L001_R1_001.fastq.gz	10f5b1710fd9bb74e7912953d2831dc9fbbc2ff5d27d6032db3ba43d00deb3d9	BLANK-P6-2_S324_L001_R2_001.fastq.gz	59dc1753aaae582213f2bd4c5d72923fcf27f5ebdf2196a3b878a0c441d19510	899	20231006T210441_mleray	1.9666191736210055	1.0307347852635864	0.05271728068389986	1.0307347852635864	0.05271728068389986	0.0	0.0	0.0	0.0	1.0	0.004070832485243233	0	0	0.03399145125178099	0.04254019947079177	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	NoData	NoData
172168	BLANK-P2-3	BLANK-P2-3_S239_L001_R1_001.fastq.gz	2bd31eaeca5435de5fa2debe2ab2779e4717458b62f58770fa351f5b2cc4e0df	BLANK-P2-3_S239_L001_R2_001.fastq.gz	443e70344315cada0dea63f16b666d36e68be3ac0d3c2d313c138e7bdfdf3f2e	899	20231006T210441_mleray	1.4126219228982815	1.0264746864839758	0.05242684626103112	1.0264746864839758	0.05242684626103112	0.0	0.0	0.0	0.0	1.0	0.001103111936832327	0	0	0.014746864839758476	0.13144449605202044	0	0	0	0	0	NoData	Control	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	NoData	NoData
172456	BLANK-P5-3	BLANK-P5-3_S240_L001_R1_001.fastq.gz	fecdfa74d2e7ca0c6f4987fb30bd7482e3ecfda8b6260c1461580682141fadf3	BLANK-P5-3_S240_L001_R2_001.fastq.gz	b5f7684d57d0b9718fc9f81a4d36b81393b13a4aadc74332310dba4076137a67	899	20231006T210441_mleray	2.2566798614547254	1.047872340425532	0.06308758040573974	1.047872340425532	0.06308758040573974	0.0	0.0	0.0	0.0	1.0	0.0029688273132112814	0	0	0.30566551212271154	0.035625927758535375	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	NoData	NoData
172451	BLANK-P4-4	BLANK-P4-4_S156_L001_R1_001.fastq.gz	5c47b9ebe081a0c65ae3be8a7c9995199e5ecd3f8884132e334a0a9cfb3f0988	BLANK-P4-4_S156_L001_R2_001.fastq.gz	ffc1f9e4c8fc4cfa66954fddd0b1af65abbe96dc9c84e45f9173e90993d8e2a9	899	20231006T210441_mleray	2.7124893175436453	1.0290562812843365	0.04920034183860335	1.0290562812843365	0.04920034183860335	0.0	0.0	0.0	0.0	1.0	0.004272982541814186	0	0	0.14784519594677084	0.05188621657917226	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	NoData	NoData
172130	ML6060	6060_S331_L001_R1_001.fastq.gz	e145e3e43afa09f285970413cbdf1a25e2d5769da57c6235992476886c347c10	6060_S331_L001_R2_001.fastq.gz	11e39715268f64cd9061a2ace7d82841ecd9ca3c7a91cc7e10fe877fda89df18	899	20231006T210441_mleray	1.333319022882411	1.0558536899497704	0.02854934959000558	1.0558536899497704	0.02854934959000558	0.0	0.0	0.0	0.0	1.0	0.001073283819173142	0	0	0.0069119477954750356	0	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	8.57446600	-79.01645400	2022	NoData
171917	ML5847	5847-1_S123_L001_R1_001.fastq.gz	f6bf69c838d9fe8b19b48188058ae2120e8eaf6f94e9dc212e07e8f16612d8bb	5847-1_S123_L001_R2_001.fastq.gz	bf3471ef5cf2bb45bca9a6e679e2e160e81d7352000bbf0e7793bbb1207f7c38	899	20231006T210441_mleray	1.3352243424445591	1.0582774626095925	0.02707581227436823	1.0582774626095925	0.02707581227436823	0.0	0.0	0.0	0.0	1.0	0.0015471892728210418	0	0	0.0046415678184631255	0	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	8.62800400	-79.05456900	2022	NoData
