sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63
C1d-C1mt-C1nq,493241,-0.4444787076507711,-0.13788008627518958,-0.16844213657323967,0.02046119573575408,0.007929539225312827,0.06295964354690427,0.011498488074349203,4.2938104483394496e-17,7.089856156953769e-16,0.052522359535295306,0.07182913987406342,0.0861172402673374,0.0035584884447375617,0.004593765461024922,-0.0006010077626195336,-0.06002683029668382,-0.013807677173612717,-0.060811973405095,0.005838759699671844,0.023401771828825066,0.010419807491202778,-0.011974792695410944,0.002344385652852874,-4.939289619588013e-07,0.008004414586584371,-0.008357671582055661,0.029983720223960963,-0.0024931926159322414,0.005168069840222904,0.0070307866109628305,0.003542798160675571,0.00597013439602208,-1.0851091133656589e-05,-0.0008665345536677014,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1d-C1mt-C1nq-C42.2-C1-C42em,493242,-0.37517993923343146,-0.0452312833859721,-0.11610674279649595,0.025403573426111912,-0.02724602165883786,0.07691157341935435,0.009659341580200745,-7.729276332928717e-17,6.549652139745197e-16,0.07272147533542016,0.06642529952615173,0.015863206456518238,-0.029938741586175262,0.04176860153714823,-0.01316340421243115,-0.05558508436479104,0.002277331843265497,0.0007250296500968696,-0.04170833224000547,-0.03964592128139796,-0.02960170158111297,0.0063927058356287566,0.013152805912119035,1.1478710012729161e-06,-0.01138190854991205,0.0008426994796157472,0.0039485738314203435,0.018381816528095694,-0.01093737780266655,-0.008053745125520019,0.001970370151860662,0.0018652298429255984,0.0015780250921994747,0.0025648813556209318,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1d/C42a/C42.2-C1mt,493243,-0.17474514459544793,0.15222807883686446,-0.09048116603718652,0.09780566615512537,0.013831628463694096,-0.07447921591454093,0.02448912450737896,-2.100270764396118e-16,6.958924739915406e-16,0.04153003428866351,0.06563775602427975,0.11950921017325049,-0.023681361580697266,-0.049662457588002785,0.025466490605354986,-0.009491536312586596,0.012442824393939176,0.02717275967976983,0.00439746302819936,-0.014645221460757002,0.028910160913468264,-0.031115522947933016,0.011172838763438499,-1.916168435945526e-07,0.002260094229164085,0.007862754734441499,-0.01692107176919398,-0.019487277937106598,-0.0003887710803158374,0.004153377199834381,0.000623174810526008,-0.005247624889475928,0.001023101045017754,0.0009569414375204858,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1d/C42.2/C1-C1b-C3cg-C45c-C115k-C1au,491719,-0.20456588221444202,0.10201352192933098,0.14010383925004583,-0.02545570699795492,0.02910292206145811,0.002223367728011045,0.0065076704128048885,9.816816129155391e-17,1.4832217888673862e-16,0.03523214798075608,-0.09250150171110533,0.007612418926870731,-0.014803255157598349,-0.04339639115348053,0.017555277680508612,0.012311316331793498,0.019992104019395916,-0.014004804706999921,-0.04592379786738917,-0.001510825251139265,-0.0018046516197335308,0.007679169367531746,-0.008989354137445445,-5.960798186859571e-07,-0.011642446463478813,0.011139285049784304,-0.005174554162360052,-0.0028982538490740424,-0.011459546992642983,0.01586064200823615,-0.008189112949180666,0.007993565605432304,0.012016944827780084,-0.0004797401239688567,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1d-C42.2-C1-C3cg-C1b-C45c-C115k,491720,-0.3331278278023719,0.004657363104579316,-0.06097671284144719,0.017117454327908593,-0.008370894130761534,0.05420163282458976,-0.011893769811184946,7.420290271694899e-17,-4.706407817503219e-16,-0.06681014432267349,-0.07000031419061609,-0.05428816422453177,-0.0022000812062130896,0.01219975815988182,0.0006515952481476916,0.0023798566231587885,-0.0197694485995079,-0.018388393475790184,0.02538441999509734,-0.005428452706730817,0.033492577156387586,0.03412891758764879,-0.026409236474762173,-1.275387076336399e-06,-0.019371006886580652,-0.006059782823058081,0.0006641555211102944,-0.012983100240852476,0.007019956314863548,0.005875349513032749,0.00877578347468865,0.014028174978094051,0.005208696570880708,0.005116859236968931,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1d/C1,492241,-0.31254408659211996,-0.04742813452923906,0.16010344865003784,-0.14393736652382538,-0.1294132551230525,0.132112018162362,-0.029987742712806572,-2.9924937214929075e-17,-8.811383696761211e-16,-0.08528634977822334,0.05684783590200852,0.06871200426379982,-0.03605228208070776,0.018331244254943164,0.024205734417054973,-0.010787340411249914,-0.024769286012273614,0.007817228716075476,0.0034315795012588527,-0.03412199834743822,0.006765270333232544,-0.002604728941978322,0.019160772384724103,1.0476907952882401e-06,-0.01988346474515948,0.002358026049191876,-0.011687911895887493,0.0005679504132577248,-0.009706840300515003,-0.0007395529764374385,0.004218506864567864,0.0002959415126729417,-0.0016511539888528117,-0.00015497401703772496,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1d/C1-C42.2-C1b,491737,-0.16386408959634272,0.11295216735912361,0.19919203575931865,-0.044924593145151945,0.06297046774171391,-0.010033124571032916,0.0035136607821192045,-3.237611168556473e-17,1.5311199846913122e-17,0.002676881339166733,0.0019282615219641864,0.04444884005043887,-0.017617899117522647,0.008323749718239877,0.010765512583691855,0.005152770453795618,-0.0029547426800825287,0.019645862154709027,0.013338071389545967,-0.02972601901165834,0.008617196828779334,-0.00510843441989443,-0.02937208072035437,-1.8718901410457882e-06,0.062232049367883804,-0.038004308043011366,-0.0028100706160333255,0.009293747266071973,0.005668476802140012,-0.0013458576414973893,-0.005311541574586263,0.003229486011893698,0.00199464111104973,-0.0022586566967902413,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1d/C1bi-C42.2-C1,493292,-0.35508911593615694,-0.020468080845039083,-0.09058676882133457,0.02774251329293305,-0.012313916493941673,0.017340531386055125,-0.0075798811726375485,-6.18583649276918e-17,-5.892929038034054e-16,-0.0921345030789309,-0.023964317483304246,-0.01790290904594407,0.022390702453415325,-0.01896367627207139,-0.009856443591915415,0.007633024501070323,-4.006951032427509e-05,0.017784728630051875,0.022020716080576316,-0.010860426375218996,0.03863337907698951,0.053485446004368484,0.0010691742712671144,2.3611349827115363e-06,0.005551456421030058,-0.006991619295735247,0.008812503956255855,0.024558556115906786,-0.013829228599128007,-0.007785951827539567,-0.006489846108113994,-0.00689419799170038,0.0005389110379557127,-0.0009585549123636529,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1d/C1-C42.2-C1b-C3cg-C1au,491763,-0.18409939467789793,0.11380068356028841,0.16335498295228879,-0.023750069538741075,0.05129325254588217,-0.01981015266466593,0.009192336877242472,-1.2207346290542468e-16,5.218015482740437e-16,0.03372991918835877,-0.0745214120122324,0.03328231838049395,-0.017860561880515914,-0.015442476182225712,0.013494544608263543,0.005991507761842124,0.028740760797926826,0.016654016679229906,-0.03959513038609764,0.0304832307379984,0.007891547809303194,0.01452635503868761,-0.003602630407942452,1.6478913795487017e-06,0.034411431956583784,0.017642841475276994,-0.003510277170648443,0.02138469698670433,0.009203282339680654,0.010391527232680397,0.0060658591888681085,-0.0018760706148769346,-0.004508959513511475,0.002174462866282571,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1d-C42.2-C1-C1b-C3cg-C3cw,491765,-0.32442533711665794,0.016460929428426814,-0.049463405064853395,0.02324221686187447,0.0019726925255191346,0.03185388409090192,-0.007998687391850251,-5.2041564251546916e-17,-4.403080965474663e-16,-0.0653470191444232,-0.059758406408132896,-0.04704722981388262,-0.008793345049597941,-0.005418479794952013,-0.00797560799828396,-0.017558657588508008,-0.002406365020043126,-0.011021957397749298,0.029195036658741725,0.004585356399861154,0.013934034536370033,-0.005541870841611465,-0.0020845167932071096,-2.42457672811901e-07,0.00839814497005975,-0.0013623757835817313,0.02020831071692572,0.002861311190771184,0.007760204129976756,0.004294330996312568,-0.004219702691861177,-0.0073447831511664575,-0.01350941534721325,-0.0017857483941315642,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
